Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1hU96WpLYq5HAuxnRDxWXf,"Gold and Relics / Fathers Day","THE FOUR KNIGHTS GAME 2","ANKHLEJOHN",2022-07-02,215913,2,true,1225721008,2022-08-15T18:41:47Z,"boom bap,underground hip hop","Shaap Records",0.477,0.783,7,-5.052,0,0.483,0.902,0.00000296,0.173,0.475,77.862,4
spotify:track:6ce5rKZIpOwR6nCVNZHi7z,"Hardy Boyz","THE FOUR KNIGHTS GAME 2","ANKHLEJOHN",2022-07-02,108944,2,true,1225721008,2022-08-15T19:01:05Z,"boom bap,underground hip hop","Shaap Records",0.537,0.749,7,-10.81,1,0.285,0.424,0.00000106,0.808,0.742,95.362,5
spotify:track:01q8fSPaqOHmxFfmGSPxuf,"Sauce Body","Sauce Body","Sauce Walka",2022-07-19,145920,0,true,1225721008,2022-08-15T19:22:59Z,"","The Sauce Familia",0.712,0.447,1,-9.613,1,0.413,0.0368,0,0.151,0.295,79.747,4
spotify:track:54KhIcTrJhvQjQNLEGFwzR,"Colour Money","Colour Money","Raz Fresco;Boldy James",2022-07-08,141872,0,true,1225721008,2022-08-15T19:23:31Z,"underground hip hop,jazz rap,boom bap,alternative hip hop,experimental hip hop","BKRSCLB",0.457,0.644,10,-14.129,0,0.294,0.0585,0.00227,0.331,0.852,80.001,4
spotify:track:47Wf8GWdlwZHpFx2xGHNG5,"Duntsane","EA Monster","Young Nudy;BabyDrill",2022-08-08,191920,42,true,1225721008,2022-08-16T21:05:57Z,"","PDE Records/RCA Records",0.783,0.54,6,-7.16,1,0.328,0.0643,0,0.13,0.4,100.002,5
spotify:track:60tGcNyH1AoHjnc9oEAjFC,"Unbecoming","Eli Winter","Eli Winter",2022-08-19,505576,0,false,1225721008,2022-08-19T17:59:14Z,"","Three Lobed Recordings",0.142,0.391,1,-12.159,1,0.0377,0.174,0.929,0.0822,0.0791,157.169,3
spotify:track:0UlHdMA5ev29emtIxtO0QP,"Parliwu","Mux","Julian Sartorius",2022-04-28,194335,0,false,1225721008,2022-08-19T20:29:50Z,"experimental,electroacoustic,free jazz","Marionette",0.557,0.398,8,-17.865,1,0.104,0.669,0.914,0.076,0.827,139.251,4
spotify:track:4x8TBBqg2hOkhA99CyvDnZ,"Seas - Extended Instrumental","Seas (Extended Instrumental)","Lim Orion;Clementine Blue",2022-08-16,825366,0,false,1225721008,2022-08-20T15:29:33Z,"","Clementine Blue / Lim Orion",0.245,0.202,1,-14.168,0,0.0396,0.951,0.868,0.111,0.0372,118.423,3
spotify:track:1UdPW78Z9nkOXQHYSIUXPz,"Basic Flowers","Basic Flowers","Deradoorian;Dylan Fujioka;Patrick Shiroishi",2022-08-19,1482511,2,false,1225721008,2022-08-22T20:48:03Z,"neo-psychedelic,krautrock,free jazz,ambient jazz,electroacoustic,experimental jazz,avant-garde,experimental","Artist Pool",0.344,0.255,1,-18.966,1,0.0382,0.776,0.832,0.29,0.0548,135.277,4
spotify:track:362mrDWLfWer0zbOFWjW9x,"Cy8 Interlude","Ballerific","Papo2oo4;Subjxct 5",2022-06-07,150312,2,true,1225721008,2022-08-22T22:05:03Z,"cloud rap","755739 Records DK",0.801,0.652,10,-7.744,0,0.316,0.177,0,0.0777,0.359,104.08,4
spotify:track:0FRP1dAHjgNSmsts8jUhod,"The Harbingers","Precipice","dälek",2022-04-29,291936,2,false,1225721008,2022-08-22T23:20:52Z,"experimental hip hop,experimental,industrial rock,industrial","Ipecac Recordings",0.347,0.35,11,-9.379,1,0.0278,0.175,0.0918,0.0648,0.0333,85.163,4
spotify:track:3IukqJJDLDwYIMLwO0PGiu,"Devotion (When I Cry the Wind Disappears)","Precipice","dälek",2022-04-29,335826,2,false,1225721008,2022-08-22T23:29:54Z,"experimental hip hop,experimental,industrial rock,industrial","Ipecac Recordings",0.184,0.614,5,-9.423,1,0.0401,0.0212,0.855,0.125,0.104,129.138,5
spotify:track:1ylmq6RRYznuHY155L30wE,"Tell Me","Ballerific","Papo2oo4;Subjxct 5",2022-06-07,120750,1,true,1225721008,2022-08-23T18:57:17Z,"cloud rap","755739 Records DK",0.678,0.671,0,-9.262,1,0.213,0.488,0.00000271,0.349,0.759,81.749,4
spotify:track:6UQAuCPxNBIbVcKG2cgAsX,"Have You Felt Lately?","Have You Felt Lately?","Kaitlyn Aurelia Smith",2022-07-20,234160,0,false,1225721008,2022-08-23T20:06:19Z,"ambient,art pop,experimental","Ghostly International",0.478,0.531,0,-11.022,1,0.0766,0.566,0.0221,0.348,0.106,119.8,4
spotify:track:7A6cCZyDwNNmTCAcWIYg6G,"Is it Me or is it You?","Have You Felt Lately?","Kaitlyn Aurelia Smith",2022-07-20,387000,0,false,1225721008,2022-08-23T20:06:31Z,"ambient,art pop,experimental","Ghostly International",0.548,0.761,6,-8.921,1,0.0463,0.466,0.685,0.312,0.0491,120.025,4
spotify:track:5X2j5WnVoQ3uVNEhY1Kmjz,"Glavi Funçon","Glavi Funçon","Pedro Lima",2022-06-10,324807,2,false,1225721008,2022-08-23T20:28:45Z,"","Les Disques Bongo Joe",0.523,0.819,7,-7.683,1,0.231,0.0449,0.000368,0.238,0.725,137.882,4
spotify:track:6NRG419i2FiNTlmVYlx9vU,"In The Moon House","Earth Patterns","Szun Waves",2022-08-19,282773,0,false,1225721008,2022-08-26T14:11:39Z,"ambient jazz,nu jazz,experimental jazz,indie jazz","The Leaf Label",0.214,0.314,3,-12.37,1,0.0314,0.858,0.812,0.0997,0.0395,81.982,4
spotify:track:7uSRvYjH2UpOXv7ZwH36t9,"Be A Pattern For The World","Earth Patterns","Szun Waves",2022-08-19,543346,0,false,1225721008,2022-08-26T14:23:07Z,"ambient jazz,nu jazz,experimental jazz,indie jazz","The Leaf Label",0.0994,0.457,0,-10.247,0,0.0428,0.676,0.955,0.111,0.0523,88.87,4
spotify:track:5AdC84tQNeoaizBWrdPuzq,"Mescalito","Metal Lung","ShrapKnel;Curly Castro;PremRock",2022-08-19,224114,0,true,1225721008,2022-08-27T00:06:56Z,"experimental hip hop,alternative hip hop,underground hip hop","Backwoodz Studioz",0.41,0.589,7,-8.863,1,0.276,0.112,0,0.301,0.41,163.666,3
spotify:track:6bJDEH1wV0g08YAUPjOuiR,"Cold Burn","Metal Lung","ShrapKnel;Curly Castro;PremRock",2022-08-19,247293,0,true,1225721008,2022-08-27T00:21:57Z,"experimental hip hop,alternative hip hop,underground hip hop","Backwoodz Studioz",0.61,0.633,6,-8.643,1,0.166,0.348,0.00000806,0.154,0.207,73.198,4
spotify:track:202R3rDB73WcFpFVvJjP8Q,"Lazy Dog","Metal Lung","ShrapKnel;Curly Castro;PremRock",2022-08-19,188893,0,true,1225721008,2022-08-27T00:29:52Z,"experimental hip hop,alternative hip hop,underground hip hop","Backwoodz Studioz",0.547,0.614,2,-9.148,1,0.328,0.0127,0,0.185,0.183,66.46,4
spotify:track:22jr7jOA6YfOm16OdAeHKX,"Ghost Kitchen","Metal Lung","ShrapKnel;Curly Castro;PremRock",2022-08-19,179650,0,true,1225721008,2022-08-27T00:36:52Z,"experimental hip hop,alternative hip hop,underground hip hop","Backwoodz Studioz",0.601,0.424,11,-9.666,1,0.29,0.18,0.00703,0.117,0.592,151.119,4
spotify:track:5eQuikw6kyxRvjOMIAZGZb,"Smokin' Kiki (Lonnie)","Dollar Menu 4","Mach-Hommy;Tha God Fahim;Your Old Droog",2022-08-26,129192,1,true,1225721008,2022-08-27T01:05:37Z,"boom bap,experimental hip hop,alternative hip hop,jazz rap,underground hip hop,east coast hip hop","Mach-Hommy",0.645,0.539,10,-7.734,0,0.381,0.551,0,0.804,0.178,85.044,4
spotify:track:6sHwtS9nHhkDvF2A6knENL,"Body Feeling (Intro)","Body Feeling","AKAI SOLO",2022-08-26,226500,0,true,1225721008,2022-08-27T05:17:03Z,"experimental hip hop,alternative hip hop","Backwoodz Studioz",0.423,0.545,1,-10.307,1,0.136,0.69,0,0.526,0.844,135.589,4
spotify:track:5GSepN2sQHi76H2rPseHOY,"Raid On Onigashima","Body Feeling","AKAI SOLO",2022-08-26,155500,0,true,1225721008,2022-08-27T05:25:13Z,"experimental hip hop,alternative hip hop","Backwoodz Studioz",0.668,0.692,7,-10.235,1,0.718,0.43,0,0.265,0.575,80.268,4
spotify:track:3CZonlgEeKdAfOmhi85lIL,"Confessions of the Heart","Beyond","I AM",2022-06-10,461706,0,false,1225721008,2022-08-27T17:12:12Z,"","Division 81 Records",0.369,0.673,11,-13.461,0,0.108,0.0155,0.187,0.401,0.479,93.795,4
spotify:track:3ujsJyNJl1zxvS4G9JhJtE,"Quantum Leap","The Elephant Man's Bones","Roc Marciano;The Alchemist",2022-08-26,148693,48,true,1225721008,2022-08-30T17:53:26Z,"boom bap,underground hip hop,east coast hip hop,alternative hip hop,jazz rap,experimental hip hop","ALC / Marci Enterprises / EMPIRE",0.511,0.432,9,-10.204,0,0.361,0.461,0.000924,0.258,0.363,172.45,4
spotify:track:0l2cfkm5quNvOiaHTmgUwu,"The Elephant Man's Bones","The Elephant Man's Bones","Roc Marciano;The Alchemist",2022-08-26,157360,46,true,1225721008,2022-08-30T22:37:23Z,"boom bap,underground hip hop,east coast hip hop,alternative hip hop,jazz rap,experimental hip hop","ALC / Marci Enterprises / EMPIRE",0.554,0.509,0,-10.305,0,0.235,0.678,0.000131,0.494,0.419,78.777,4
spotify:track:639s3EDKGHAMK9Wqb5EAmG,"Zip Guns (feat. Knowledge The Pirate)","The Elephant Man's Bones","Roc Marciano;The Alchemist;Knowledge the Pirate",2022-08-26,163066,33,true,1225721008,2022-08-30T23:09:28Z,"boom bap,underground hip hop,east coast hip hop,alternative hip hop,jazz rap,experimental hip hop","ALC / Marci Enterprises / EMPIRE",0.596,0.557,2,-9.818,1,0.423,0.106,0,0.133,0.455,80.4,4
spotify:track:1bNl4TK4ubOmVUbVdUgm8x,"Propeller Arc","Higgs Boson","Runhild Gammelsæter;Lasse Marhaug",2022-08-19,405999,0,false,1225721008,2022-08-31T18:32:11Z,"drone metal,dark ambient,drone,neofolk,experimental,musique concrète,electroacoustic,free jazz,avant-garde,noise music,experimental jazz,noise rock","Ideologic Organ",0.315,0.55,4,-17.14,0,0.254,0.0695,0.000101,0.57,0.112,130.55,3
spotify:track:3cbDaTN7aAvcgVOCGtow3j,"She/Her/Gone","A Queer Anthology of Drums","Valentina Magaletti",2022-05-27,257265,0,false,1225721008,2022-08-31T21:20:53Z,"electroacoustic,experimental,musique concrète","bié Records",0.345,0.99,0,-10.93,1,0.39,0.59,0.919,0.137,0.0352,117.771,4
spotify:track:75mrnzRw8BozvJWzeEedoM,"At a distance","Music for Four Guitars","Bill Orcutt",2022-09-02,171343,13,false,1225721008,2022-09-02T05:03:59Z,"free jazz,experimental jazz,electroacoustic,experimental,avant-garde","Palilalia",0.231,0.536,0,-6.704,1,0.0384,0.427,0.915,0.228,0.305,108.381,4
spotify:track:3vlElxvLYNjs2ZnvwIq1QB,"Out of the corner of the eye","Music for Four Guitars","Bill Orcutt",2022-09-02,121982,7,false,1225721008,2022-09-02T15:12:13Z,"free jazz,experimental jazz,electroacoustic,experimental,avant-garde","Palilalia",0.294,0.552,2,-6.61,1,0.0365,0.712,0.899,0.295,0.541,113.916,1
spotify:track:4445qD7mehpJ03K3j8SQDd,"Or from behind","Music for Four Guitars","Bill Orcutt",2022-09-02,119806,8,false,1225721008,2022-09-02T16:56:27Z,"free jazz,experimental jazz,electroacoustic,experimental,avant-garde","Palilalia",0.274,0.648,0,-7.09,1,0.0392,0.675,0.963,0.37,0.463,133.842,4
spotify:track:4fZFWSC7NBHKf74nuARGjj,"Hot Hand","LOUIE","Kenny Beats",2022-08-31,157333,28,false,1225721008,2022-09-07T13:52:30Z,"","XL Recordings",0.787,0.727,6,-5.884,0,0.0544,0.2,0.87,0.116,0.917,130.94,5
spotify:track:3EDA0GSOsHaFevzGp5tzz0,"Black Gold","Black Gold","Charles Stepney",2022-09-06,176546,0,false,1225721008,2022-09-08T02:47:45Z,"","International Anthem",0.445,0.37,8,-14.082,1,0.0455,0.807,0.895,0.11,0.711,184.581,3
spotify:track:526BavuOcjyq2ICr0bsIVS,"Alas, Departing","Two Sisters","Sarah Davachi",2022-09-09,425281,0,false,1225721008,2022-09-09T12:31:12Z,"drone,ambient,electroacoustic,dark ambient,minimalism,experimental","Late Music",0.128,0.0136,0,-28.468,0,0.0453,0.989,0.481,0.0924,0.039,72.659,3
spotify:track:4jUA8bO0BppkejDTUVidVR,"Spiderweb","When The Wind Forgets Your Name","Built To Spill",2022-09-09,323300,26,false,1225721008,2022-09-10T21:34:13Z,"indie rock,alternative rock","Sub Pop Records",0.235,0.817,2,-8.403,1,0.0469,0.00935,0.00425,0.112,0.652,138.708,4
spotify:track:05CLIClJU4xMsv8bPkiS1O,"Choose To Be Gay (Femenine)","Choose To Be Gay (Femenine)","Loraine James",2022-09-07,429850,0,false,1225721008,2022-09-12T13:50:21Z,"idm,experimental","Phantom Limb",0.11,0.276,3,-13.435,0,0.0329,0.63,0.82,0.114,0.111,84.859,4
spotify:track:6oTjXMTSuNsG20BIQNq54c,"Be Here","Be Here","Brooklynn Skye",2022-07-21,248335,1,true,1225721008,2022-09-12T19:50:02Z,"alternative r&b","BSkyeProductions",0.414,0.665,2,-8.856,1,0.473,0.158,0.00237,0.113,0.575,118.442,5
spotify:track:1uc1uCGQb0MLtophGL51fB,"Wish Upon a Star (feat. Curren$y)","Wish Upon a Star (feat. Curren$y)","Smoke DZA;Curren$y",2022-09-16,216293,13,true,1225721008,2022-09-16T13:59:14Z,"southern hip hop","RFC Music Group",0.298,0.611,6,-9.302,1,0.195,0.662,0,0.57,0.538,91.687,3
spotify:track:77HbJOKXhyWU4ChUaSmgKw,"Too Late - May 1965 Demo","Words & Music, May 1965","Lou Reed",2022-09-16,192160,11,false,1225721008,2022-09-17T16:07:08Z,"glam rock,proto-punk,art rock","Light in the Attic",0.509,0.341,10,-9.735,1,0.0362,0.965,0.464,0.667,0.359,91.071,4
spotify:track:4Jw39rtAdDwVfZJ4tBryNI,"Tokyo Blunts (feat. Armand Hammer & Conquest Tony Phillips)","Real Bad Flights","Pink Siifu;Real Bad Man;Armand Hammer;ConQuest Tony Phillips",2022-09-16,304729,0,true,1225721008,2022-09-17T18:34:08Z,"experimental hip hop,boom bap,alternative hip hop","Real Bad Man Records",0.583,0.83,8,-6.581,1,0.254,0.00226,0.00312,0.0736,0.371,144.119,4
spotify:track:0ErfkhyGYUJurVvY06U0xa,"Real Negro Life (feat. Piper GKFAM)","Real Bad Flights","Pink Siifu;Real Bad Man;Piper (GKFAM)",2022-09-16,217158,0,true,1225721008,2022-09-17T18:34:29Z,"experimental hip hop,boom bap","Real Bad Man Records",0.296,0.7,11,-10.111,1,0.0775,0.537,0.000589,0.66,0.685,167.635,4
spotify:track:348cKYhYZPgTen0diYP8Gc,"Ghetto Prophets","Ghetto Prophets","Cam'ron;A-Trak;Conway the Machine",2022-09-16,187933,7,true,1225721008,2022-09-17T18:49:29Z,"east coast hip hop,disco house,boom bap","Federal Reserve / EMPIRE",0.407,0.774,4,-4.71,0,0.181,0.0525,0.00000104,0.172,0.691,76.028,4
spotify:track:3JGGRU7LCpJv5WLUlmIZnZ,"My Life","My Life","Wiki;Subjxct 5",2022-09-20,375125,0,false,1225721008,2022-09-22T00:37:28Z,"experimental hip hop,alternative hip hop","Wikset Enterprise",0.518,0.852,8,-4.794,1,0.546,0.349,0,0.504,0.714,80.317,4
spotify:track:5TAtBrjTmFqSL5gxZF7miM,"The Fours","In These Times","Makaya McCraven",2022-09-23,206766,19,false,1225721008,2022-09-23T14:11:17Z,"nu jazz,experimental jazz,indie jazz,jazz,free jazz","International Anthem/Nonesuch",0.529,0.487,7,-13.855,0,0.142,0.86,0.832,0.109,0.364,80.18,4
spotify:track:1wHiZMPV9waV8Uru0eW26d,"After All","God Save The Animals","Alex G",2022-09-23,199843,40,false,1225721008,2022-09-23T16:36:58Z,"","Domino Recording Co",0.582,0.464,6,-6.959,0,0.0253,0.74,0.253,0.0921,0.227,129.947,4
spotify:track:5DRnssBoVo8e7uAQZkNT8O,"Runner","God Save The Animals","Alex G",2022-09-23,156772,51,false,1225721008,2022-09-23T19:23:47Z,"","Domino Recording Co",0.732,0.703,11,-7.224,1,0.0314,0.104,0.0417,0.109,0.836,108.979,4
spotify:track:7E8bhgC7aPjbi9p2zBBWpX,"S.D.O.S","God Save The Animals","Alex G",2022-09-23,170345,41,false,1225721008,2022-09-23T19:34:12Z,"","Domino Recording Co",0.623,0.692,5,-6.334,1,0.0253,0.347,0.858,0.133,0.391,92.063,4
spotify:track:0pedj4An5z2sQrJtf6vQdj,"Xale (Toubab Dialaw Kids Rhyme)","Xale (Toubab Dialaw Kids Rhyme)","Wau Wau Collectif",2022-09-19,220746,9,false,1225721008,2022-09-23T23:15:00Z,"experimental jazz","Sahel Sounds",0.555,0.796,4,-5.014,0,0.0588,0.179,0.00442,0.317,0.448,89.663,4
spotify:track:1jOgJN75btuUONIdf57vHz,"Munch (Feelin’ U)","Munch (Feelin’ U)","Ice Spice",2022-08-10,104819,58,true,1225721008,2022-09-24T00:56:01Z,"","Worldstar",0.811,0.528,11,-7.278,0,0.275,0.291,0,0.0787,0.635,166.084,4
spotify:track:2jyVwEqJdBscQLkCbhK55V,"L's - Eyedress Remix","L's (Eyedress Remix)","Pink Siifu;Fly Anakin;Eyedress;Fousheé",2022-09-26,136875,1,true,1225721008,2022-09-26T19:49:02Z,"experimental hip hop,indie r&b","Lex Records",0.374,0.702,0,-11.019,1,0.34,0.851,0,0.151,0.496,53.88,3
spotify:track:04WmF1vx9ePiXAiBnZR6v2,"Long Week","Long Week","Valee",2022-09-09,153652,0,true,1225721008,2022-09-26T20:01:23Z,"","VMG/FSD",0.854,0.286,1,-16.614,0,0.369,0.0195,0.00136,0.104,0.439,150.262,4
spotify:track:2K91jgIozJw6U4jY33OAQ9,"This Place That Place","In These Times","Makaya McCraven",2022-09-23,236921,17,false,1225721008,2022-09-28T03:59:06Z,"nu jazz,experimental jazz,indie jazz,jazz,free jazz","International Anthem/Nonesuch",0.356,0.675,8,-11.444,1,0.0437,0.69,0.894,0.354,0.654,149.551,4
spotify:track:55w1v51nb6XccvO7HJZQPE,"Life","Gold Mouf (Deluxe)","Lute",2022-04-25,193135,38,true,1225721008,2022-09-29T17:44:43Z,"","Dreamville/Interscope Records",0.64,0.662,6,-4.306,0,0.205,0.0829,0,0.601,0.598,84.689,4
spotify:track:4WP9z1R61WWtHF7Zb98OI6,"I Love You Earth (Thomas Bartlett Remix)","I Love You Earth (Thomas Bartlett Remix)","Yoko Ono;ANOHNI;Thomas Bartlett",2022-09-30,211560,0,false,1225721008,2022-09-30T17:34:06Z,"christmas,art pop,baroque pop","Search Party / Downtown Records",0.335,0.178,5,-10.147,1,0.0574,0.977,0.00002,0.187,0.0769,76.466,1
spotify:track:2BvUiuIW8VOZFIOJ5M9Zuz,"Diner Coffee","Diner Coffee","Mamaleek",2022-09-30,367366,11,false,1225721008,2022-09-30T20:36:42Z,"noise rock,avant-garde,black metal,drone metal,experimental","The Flenser",0.387,0.48,4,-9.292,0,0.0451,0.0275,0.875,0.109,0.116,127.786,4
spotify:track:0jjra6Yj6fRhhs86ciObX2,"Sorrowful Soil","Fossora","Björk",2022-09-30,195943,20,false,1225721008,2022-10-01T00:19:55Z,"art pop,trip hop","One Little Independent",0.346,0.216,5,-10.959,0,0.0421,0.735,0,0.0936,0.211,79.843,3
spotify:track:3ERNmiRQoxCTfZjaTmoB9W,"Ancestress","Fossora","Björk;Sindri Eldon",2022-09-30,437914,21,false,1225721008,2022-10-01T00:25:57Z,"art pop,trip hop","One Little Independent",0.318,0.381,2,-8.896,0,0.0388,0.643,0,0.105,0.175,114.196,4
spotify:track:2xfIfvqP9IldMXbiTiZTgJ,"Other Song","Caroline Shaw: Evergreen","Caroline Shaw;Attacca Quartet",2022-09-02,222389,15,false,1225721008,2022-10-03T19:11:57Z,"contemporary classical,chamber music,minimalism","Nonesuch",0.202,0.14,10,-16.618,1,0.0441,0.939,0.223,0.101,0.0677,119.942,5
spotify:track:4B0RqvRokXlrYu3gtDKHGf,"the abolition of art, the abolition of freedom, the abolition of you and me","Moten","Fred Moten;Brandon Lopez;Gerald Cleaver",2022-09-30,515030,4,false,1225721008,2022-10-04T00:29:34Z,"free jazz,spoken word,experimental jazz,avant-garde,jazz","Relative Pitch Record",0.597,0.229,4,-20.189,0,0.074,0.944,0.374,0.0995,0.253,116.058,4
spotify:track:65eRYzYiwhM1WWcR4Xh0GZ,"The Evergreen: III. Water","Caroline Shaw: Evergreen","Caroline Shaw;Attacca Quartet",2022-09-02,301920,7,false,1225721008,2022-10-04T17:01:15Z,"contemporary classical,chamber music,minimalism","Nonesuch",0.369,0.0626,9,-26.607,0,0.0886,0.823,0.73,0.0377,0.283,75.581,4
spotify:track:4Hm8mfPgAkie53zBJe300R,"Crenshaw and Homeland","Component System with the Auto Reverse","Open Mike Eagle",2022-10-07,216765,10,false,1225721008,2022-10-07T19:14:01Z,"experimental hip hop,alternative hip hop,underground hip hop","Auto Reverse",0.667,0.599,6,-7.739,0,0.384,0.0966,0,0.591,0.678,73.25,4
spotify:track:7CtteDsw7IqybISowXOwM4,"Peak Lockdown Raps","Component System with the Auto Reverse","Open Mike Eagle",2022-10-07,210314,8,false,1225721008,2022-10-07T19:27:54Z,"experimental hip hop,alternative hip hop,underground hip hop","Auto Reverse",0.512,0.488,6,-10.201,0,0.119,0.938,0.233,0.276,0.629,76.08,4
spotify:track:2sXVzFXgfLpvtywstu1Gou,"Kites","Component System with the Auto Reverse","Open Mike Eagle;Video Dave;STILL RIFT",2022-10-07,150012,12,false,1225721008,2022-10-07T19:35:57Z,"experimental hip hop,alternative hip hop,underground hip hop","Auto Reverse",0.522,0.555,0,-10.736,1,0.246,0.86,0.0734,0.309,0.753,135.804,5
spotify:track:4zX4XsBQzlAjHv3nXlyYX3,"Don't Tell Massachusettsz","Reverse Winchester: Route 2 Ulysses","Mike Ladd;Mathieu Sourisseau",2022-10-07,167296,0,false,1225721008,2022-10-07T21:16:49Z,"ethiopian jazz,experimental hip hop","Mr Morezon",0.513,0.0379,7,-19.781,1,0.0885,0.923,0.0000133,0.075,0.199,139.42,1
spotify:track:5CpW0evImitKQ23UgWHImy,"Gold Road Consequence","Reverse Winchester: Route 2 Ulysses","Mike Ladd;Mathieu Sourisseau",2022-10-07,273836,0,false,1225721008,2022-10-07T21:25:10Z,"ethiopian jazz,experimental hip hop","Mr Morezon",0.434,0.0482,9,-20.256,0,0.0438,0.875,0.000222,0.102,0.163,139.162,4
spotify:track:1W24nHwQBeV8WJr9olgLrt,"The Livid Sea","Reverse Winchester: Route 2 Ulysses","Mike Ladd;Mathieu Sourisseau",2022-10-07,286387,0,false,1225721008,2022-10-07T21:29:44Z,"ethiopian jazz,experimental hip hop","Mr Morezon",0.409,0.0942,10,-25.029,1,0.0543,0.881,0.00591,0.111,0.0399,173.014,4
spotify:track:3GbMYT1LIIxsDmRW8PF8ug,"Ferocious Black Love / For C","Reverse Winchester: Route 2 Ulysses","Mike Ladd;Mathieu Sourisseau",2022-10-07,245841,0,false,1225721008,2022-10-08T00:21:16Z,"ethiopian jazz,experimental hip hop","Mr Morezon",0.305,0.424,7,-12.824,1,0.0464,0.281,0.00196,0.111,0.332,106.357,4
spotify:track:6SPkbbJHsfhMqlP9kajnai,"The Perception of Me (Crazy Nigger)","Building Something Beautiful For Me","Loraine James",2022-10-07,514284,4,true,1225721008,2022-10-08T05:11:00Z,"idm,experimental","Phantom Limb",0.446,0.376,10,-9.699,1,0.0456,0.709,0.871,0.111,0.0329,104.991,1
spotify:track:4bpDySDmeiDYjq4BzLDDfY,"Choose To Be Gay (Femenine)","Building Something Beautiful For Me","Loraine James",2022-10-07,429850,5,false,1225721008,2022-10-08T05:11:30Z,"idm,experimental","Phantom Limb",0.122,0.276,3,-13.433,0,0.0323,0.626,0.838,0.114,0.104,88.97,4
spotify:track:7aC0yNxqwSyO5uNwfbPUya,"Paraquat","Church","billy woods",2022-09-30,185240,0,true,1225721008,2022-10-08T19:49:09Z,"experimental hip hop,alternative hip hop,east coast hip hop,experimental","Backwoodz Studioz",0.405,0.72,7,-9.813,0,0.794,0.546,0.0148,0.188,0.187,84.942,5
spotify:track:5h0JljqFenIXZc3Cj835ip,"संसार","As the Blood of God Bursts the Veins of Time","Liturgy",2022-10-05,164797,3,false,1225721008,2022-10-08T21:14:56Z,"black metal,avant-garde","Thrill Jockey",0.282,0.373,7,-7.962,1,0.0305,0.878,0.897,0.128,0.263,122.039,4
spotify:track:0IFOpfmpnZUnvVe0PcTYfg,"Dark blue","caroline","caroline",2022-02-25,396000,32,false,1225721008,2022-10-10T18:12:44Z,"slowcore,post-rock","Rough Trade",0.507,0.529,9,-10.893,1,0.0292,0.293,0.917,0.114,0.241,125.869,4
spotify:track:7wEBZw0VzL7ztfutRPvcL4,"Gossamer Wings","Duck Czn: Tiger Style","Mach-Hommy;Tha God Fahim",2022-10-10,110000,0,true,1225721008,2022-10-10T20:08:53Z,"boom bap,experimental hip hop,alternative hip hop,jazz rap,underground hip hop,east coast hip hop","Mach-Hommy",0.461,0.662,3,-6.864,1,0.0658,0.815,0,0.146,0.371,85.551,4
spotify:track:7qdthSAP02SdvLGisBEVtI,"Cherry","Cherry","Daphni",2022-10-07,355920,24,false,1225721008,2022-10-10T20:18:33Z,"","Jiaolong",0.672,0.976,8,-8.73,1,0.0368,0.0132,0.118,0.0398,0.759,134.006,4
spotify:track:4ilKTNUX2tnJFrFNHJcOHm,"Morning Room I","Languoria","Sofie Birch;Antonina Nowacka",2022-10-07,256682,11,false,1225721008,2022-10-12T14:29:24Z,"ambient,ambient jazz,drone","Mondoj",0.219,0.0726,5,-18.381,1,0.0424,0.99,0.0434,0.346,0.0372,73.715,4
spotify:track:11OmmKjBoDTmMnuIC3muhn,"ours","ours","R.A.P. Ferreira",2022-10-14,166724,0,true,1225721008,2022-10-15T22:41:58Z,"experimental hip hop,jazz rap,alternative hip hop","Ruby Yacht",0.667,0.698,11,-9.591,1,0.273,0.477,0.000602,0.106,0.592,84.27,4
spotify:track:38FBNocdg0qztzEWYeuiE5,"My Only Home","Woeful Studies","Ka",2022-09-16,184053,10,true,1225721008,2022-10-16T03:45:02Z,"experimental hip hop,east coast hip hop,underground hip hop,alternative hip hop","Iron Works Records",0.381,0.409,7,-9.651,1,0.0376,0.933,0,0.371,0.421,66.914,4
spotify:track:41sTKft7OkBgiLQdARWxtC,"Melon","Melon / Yep Yep","Moin",2022-10-05,256432,4,true,1225721008,2022-10-18T15:56:19Z,"noise rock,spoken word","AD 93",0.581,0.348,2,-15.613,1,0.0289,0.0579,0.916,0.193,0.0387,110.01,4
spotify:track:46i95gO6IKxRKX6Yzi66SH,"Somnambulist Blues (feat. Sandro Perri)","Somnambulist Blues (feat. Sandro Perri)","Destroyer;Sandro Perri",2022-10-18,385606,0,false,1225721008,2022-10-18T17:27:22Z,"art pop","Mexican Summer",0.327,0.257,4,-14.081,1,0.0513,0.698,0.59,0.11,0.11,102.359,3
spotify:track:0oEpUfyFdrdakg2ZIBPu95,"One More Chance","One More Chance","Wiki;Subjxct 5;Navy Blue;Lord unknown",2022-10-19,264431,0,false,1225721008,2022-10-19T14:52:24Z,"experimental hip hop,alternative hip hop","Wikset Enterprise",0.513,0.805,1,-7.921,1,0.53,0.283,0.00000246,0.113,0.442,166.872,4
